sample_id,original_filename,class_name,label,split,relative_reference
TRAIN_01232,A_lady_in_Sheikh_Lotfollah_Mosque.jpg,Has Arch,1,train,has_arch/A_lady_in_Sheikh_Lotfollah_Mosque.jpg
TRAIN_01233,Isfahan_Royal_Mosque_dome.jpg,No Arch,0,train,no_arch/Isfahan_Royal_Mosque_dome.jpg
TRAIN_01234,Mishijan_Historical_Citadel_3365412.jpg,No Arch,0,train,no_arch/Mishijan_Historical_Citadel_3365412.jpg
TRAIN_01235,40_Akhtaran.jpg,No Arch,0,train,no_arch/40_Akhtaran.jpg
TRAIN_01236,آب_انبار_کازرونی-شانسه9069.jpg,Has Arch,1,train,has_arch/آب_انبار_کازرونی-شانسه9069.jpg
TRAIN_01237,بقعه_میرمحمد-نمای_ترکیبی_دور.jpg,No Arch,0,train,no_arch/بقعه_میرمحمد-نمای_ترکیبی_دور.jpg
TRAIN_01238,اتاق_خصوصی_حاج_حسین_آقا_ملک_معروف_به_اتاق_مخمل.jpg,No Arch,0,train,no_arch/اتاق_خصوصی_حاج_حسین_آقا_ملک_معروف_به_اتاق_مخمل.jpg
TRAIN_01239,6410.ArgEKarimKhani_(1497728145).jpg,No Arch,0,train,no_arch/6410.ArgEKarimKhani_(1497728145).jpg
TRAIN_01240,DSC_2294-HDR_copy.jpg,Has Arch,1,train,has_arch/DSC_2294-HDR_copy.jpg
TRAIN_01241,Bagh_jahan_nama_(4).jpg,No Arch,0,train,no_arch/Bagh_jahan_nama_(4).jpg
TRAIN_01242,یکی_از_سقفهای_حمام_فین_کاشان.jpg,No Arch,0,train,no_arch/یکی_از_سقفهای_حمام_فین_کاشان.jpg
TRAIN_01243,سرای_عزیزا..اف-27.jpg,No Arch,0,train,no_arch/سرای_عزیزا..اف-27.jpg
TRAIN_01244,IranKermanGanjaliKhanKaravanserei1.jpg,Has Arch,1,train,has_arch/IranKermanGanjaliKhanKaravanserei1.jpg
TRAIN_01245,Qhajar_bath_(1).jpg,Has Arch,1,train,has_arch/Qhajar_bath_(1).jpg
TRAIN_01246,Badgir.jpg,No Arch,0,train,no_arch/Badgir.jpg
TRAIN_01247,Architecture_of_Shiraz_(36).jpg,Has Arch,1,train,has_arch/Architecture_of_Shiraz_(36).jpg
TRAIN_01248,Emamzadeh_Yahya.jpg,No Arch,0,train,no_arch/Emamzadeh_Yahya.jpg
TRAIN_01249,Haji_Nezam_Ab_anbar2021_25.jpg,Has Arch,1,train,has_arch/Haji_Nezam_Ab_anbar2021_25.jpg
TRAIN_01250,Reyvand_Raevant_Neyshabur_002_(cropped).jpg,No Arch,0,train,no_arch/Reyvand_Raevant_Neyshabur_002_(cropped).jpg
TRAIN_01251,کاروان_سرای_مادرشاه_04.jpg,Has Arch,1,train,has_arch/کاروان_سرای_مادرشاه_04.jpg
TRAIN_01252,Jameh_Mosque_of_Isfahan_16.jpg,Has Arch,1,train,has_arch/Jameh_Mosque_of_Isfahan_16.jpg
TRAIN_01253,Malek_mosque.jpg,Has Arch,1,train,has_arch/Malek_mosque.jpg
TRAIN_01254,بازار_زنجان03.jpg,No Arch,0,train,no_arch/بازار_زنجان03.jpg
TRAIN_01255,Hindu_Caravanserai_by_ImanFakhri.jpg,Has Arch,1,train,has_arch/Hindu_Caravanserai_by_ImanFakhri.jpg
TRAIN_01256,کاروان_سرای_خرگور_4.jpg,Has Arch,1,train,has_arch/کاروان_سرای_خرگور_4.jpg
TRAIN_01257,Jame_Masque-Urmia.jpg,Has Arch,1,train,has_arch/Jame_Masque-Urmia.jpg
TRAIN_01258,Caravanserai_Sangi-Zanjan_13970121_05.jpg,Has Arch,1,train,has_arch/Caravanserai_Sangi-Zanjan_13970121_05.jpg
TRAIN_01259,Shah_Abbasi_Caravanserai_of_Bisotun2023-10-09_26.jpg,No Arch,0,train,no_arch/Shah_Abbasi_Caravanserai_of_Bisotun2023-10-09_26.jpg
TRAIN_01260,برج_از_نزدیک.jpg,No Arch,0,train,no_arch/برج_از_نزدیک.jpg
TRAIN_01261,Roofed_Bazaar_of_Nishapur_(Bazaar_e_Sarpushideh-souq)_35.jpg,Has Arch,1,train,has_arch/Roofed_Bazaar_of_Nishapur_(Bazaar_e_Sarpushideh-souq)_35.jpg
TRAIN_01262,Sardar-e_Bozorg_Ab_Anbar2020_4.jpg,Has Arch,1,train,has_arch/Sardar-e_Bozorg_Ab_Anbar2020_4.jpg
TRAIN_01263,Ganjali_khan_Caravanserai_Duplicate_تصویر_اصلی.jpg,Has Arch,1,train,has_arch/Ganjali_khan_Caravanserai_Duplicate_تصویر_اصلی.jpg
TRAIN_01264,TU_literature.jpg,No Arch,0,train,no_arch/TU_literature.jpg
TRAIN_01265,Elmi_House2022-01-24_17.jpg,No Arch,0,train,no_arch/Elmi_House2022-01-24_17.jpg
TRAIN_01266,Abbasid_Caravanseray_of_Nishapur_(Ribati-i-Abbasi_of_Nishapur)_-_Morning_034.jpg,Has Arch,1,train,has_arch/Abbasid_Caravanseray_of_Nishapur_(Ribati-i-Abbasi_of_Nishapur)_-_Morning_034.jpg
TRAIN_01267,42.jpg,Has Arch,1,train,has_arch/42.jpg
TRAIN_01268,Epigraph_of_Mihrab_-Nishapur_Grand_Mosque_2.jpg,Has Arch,1,train,has_arch/Epigraph_of_Mihrab_-Nishapur_Grand_Mosque_2.jpg
TRAIN_01269,زیر_سقف_اصلی_کلیسای_بیت_اللحم.jpg,No Arch,0,train,no_arch/زیر_سقف_اصلی_کلیسای_بیت_اللحم.jpg
TRAIN_01270,بازار_تهران_XVIII.jpg,Has Arch,1,train,has_arch/بازار_تهران_XVIII.jpg
TRAIN_01271,Qasr2.jpg,Has Arch,1,train,has_arch/Qasr2.jpg
TRAIN_01272,Khosrogerd_1.jpg,No Arch,0,train,no_arch/Khosrogerd_1.jpg
TRAIN_01273,مسجد_جامع_یزد_(20).jpg,Has Arch,1,train,has_arch/مسجد_جامع_یزد_(20).jpg
TRAIN_01274,Manare_masjed_jame_semnan.jpg,No Arch,0,train,no_arch/Manare_masjed_jame_semnan.jpg
TRAIN_01275,TabrizBazar.jpg,Has Arch,1,train,has_arch/TabrizBazar.jpg
TRAIN_01276,Masjed_jame_yazd_(77).jpg,Has Arch,1,train,has_arch/Masjed_jame_yazd_(77).jpg
TRAIN_01277,ضامن_آهو-_از_گوشه_صحن_آزادی_-_panoramio.jpg,Has Arch,1,train,has_arch/ضامن_آهو-_از_گوشه_صحن_آزادی_-_panoramio.jpg
TRAIN_01278,Arak_Bazaar2023-01-21_11.jpg,Has Arch,1,train,has_arch/Arak_Bazaar2023-01-21_11.jpg
TRAIN_01279,City-Theater-of-Qazvin-CAOI---30127.jpg,No Arch,0,train,no_arch/City-Theater-of-Qazvin-CAOI---30127.jpg
TRAIN_01280,Khane_shariar_fariborz_12.jpg,No Arch,0,train,no_arch/Khane_shariar_fariborz_12.jpg
TRAIN_01281,Ali_Qapu_isfahan_عمارت_عالی_قاپو_در_اصفهان_04.jpg,Has Arch,1,train,has_arch/Ali_Qapu_isfahan_عمارت_عالی_قاپو_در_اصفهان_04.jpg
TRAIN_01282,Gate_of_Caravanserai_Sangi-Mohammadabad.jpg,Has Arch,1,train,has_arch/Gate_of_Caravanserai_Sangi-Mohammadabad.jpg
TRAIN_01283,Ghale_pendas_by_moein_yousefi.jpg,No Arch,0,train,no_arch/Ghale_pendas_by_moein_yousefi.jpg
TRAIN_01284,مسجدامام(شاه)اصفهان-12.jpg,Has Arch,1,train,has_arch/مسجدامام(شاه)اصفهان-12.jpg
TRAIN_01285,Jame_Mosque_of_Urmia-4.jpg,No Arch,0,train,no_arch/Jame_Mosque_of_Urmia-4.jpg
TRAIN_01286,6دیر_گچین.jpg,Has Arch,1,train,has_arch/6دیر_گچین.jpg
TRAIN_01287,Majdolmamalek_caravanserai_20190512_06.jpg,Has Arch,1,train,has_arch/Majdolmamalek_caravanserai_20190512_06.jpg
TRAIN_01288,"Khan-e_Boujerdi,_Kashan,_Iran_(1284876903).jpg",Has Arch,1,train,"has_arch/Khan-e_Boujerdi,_Kashan,_Iran_(1284876903).jpg"
TRAIN_01289,IranKermanGanjaliKhanKaravanserei2.jpg,Has Arch,1,train,has_arch/IranKermanGanjaliKhanKaravanserei2.jpg
TRAIN_01290,گنبد_زنگوله.jpg,No Arch,0,train,no_arch/گنبد_زنگوله.jpg
TRAIN_01291,Jubi_Bridge_-_panoramio.jpg,Has Arch,1,train,has_arch/Jubi_Bridge_-_panoramio.jpg
TRAIN_01292,Kheirabad_school_20170327_03.jpg,No Arch,0,train,no_arch/Kheirabad_school_20170327_03.jpg
TRAIN_01293,Farasfaj_caravanserai_20190507_06.jpg,Has Arch,1,train,has_arch/Farasfaj_caravanserai_20190507_06.jpg
TRAIN_01294,Red_Mosque_Of_Chors.jpg,Has Arch,1,train,has_arch/Red_Mosque_Of_Chors.jpg
TRAIN_01295,Kakh_Shahrbani_Achaemenid_architecture.jpg,No Arch,0,train,no_arch/Kakh_Shahrbani_Achaemenid_architecture.jpg
TRAIN_01296,مسجد_آقا_بزرگ.jpg,Has Arch,1,train,has_arch/مسجد_آقا_بزرگ.jpg
TRAIN_01297,Wiki_Loves_Monuments_2018_IranYazd_-_Mehriz_-_Picture_02.jpg,No Arch,0,train,no_arch/Wiki_Loves_Monuments_2018_IranYazd_-_Mehriz_-_Picture_02.jpg
TRAIN_01298,Tehran_Grand_Bazaar2021_18.jpg,No Arch,0,train,no_arch/Tehran_Grand_Bazaar2021_18.jpg
TRAIN_01299,Dayr-e_Gachin2022-02-26_21.jpg,Has Arch,1,train,has_arch/Dayr-e_Gachin2022-02-26_21.jpg
TRAIN_01300,Mishijan_Historical_Citadel_3365401.jpg,No Arch,0,train,no_arch/Mishijan_Historical_Citadel_3365401.jpg
TRAIN_01301,20200917_151046_HDR.jpg,No Arch,0,train,no_arch/20200917_151046_HDR.jpg
TRAIN_01302,Jameh_Mosque_of_Urmia-6.jpg,Has Arch,1,train,has_arch/Jameh_Mosque_of_Urmia-6.jpg
TRAIN_01303,"Maragheh,_East_Azerbaijan_Province,_Iran_-_panoramio_(2).jpg",No Arch,0,train,"no_arch/Maragheh,_East_Azerbaijan_Province,_Iran_-_panoramio_(2).jpg"
TRAIN_01304,Majdolmamalek_caravanserai_20190512_09.jpg,Has Arch,1,train,has_arch/Majdolmamalek_caravanserai_20190512_09.jpg
TRAIN_01305,Chehel_dokhtaran.jpg,No Arch,0,train,no_arch/Chehel_dokhtaran.jpg
TRAIN_01306,1راه_روي_غربي_معين_التجار.jpg,Has Arch,1,train,has_arch/1راه_روي_غربي_معين_التجار.jpg
TRAIN_01307,12_Imam_Monument.jpg,No Arch,0,train,no_arch/12_Imam_Monument.jpg
TRAIN_01308,295A7252.jpg,No Arch,0,train,no_arch/295A7252.jpg
TRAIN_01309,حمام_شاه9.jpg,Has Arch,1,train,has_arch/حمام_شاه9.jpg
TRAIN_01310,Abbasid_Caravanseray_of_Nishapur_(Ribati-i-Abbasi_of_Nishapur)_-_Morning_016.jpg,No Arch,0,train,no_arch/Abbasid_Caravanseray_of_Nishapur_(Ribati-i-Abbasi_of_Nishapur)_-_Morning_016.jpg
TRAIN_01311,Hakim_Mosque_2019-07-28_28.jpg,No Arch,0,train,no_arch/Hakim_Mosque_2019-07-28_28.jpg
TRAIN_01312,خانه_عباسی_ها_-کاشان-The_Abbasi_House-kashan_26.jpg,Has Arch,1,train,has_arch/خانه_عباسی_ها_-کاشان-The_Abbasi_House-kashan_26.jpg
TRAIN_01313,Closer_view_of_the_upper_galleries_and_their_decorated_vaults.jpg,Has Arch,1,train,has_arch/Closer_view_of_the_upper_galleries_and_their_decorated_vaults.jpg
TRAIN_01314,Shiraz_1399021423325756920289864.jpg,Has Arch,1,train,has_arch/Shiraz_1399021423325756920289864.jpg
TRAIN_01315,شبستان_غربی_مسجد_علی.jpg,Has Arch,1,train,has_arch/شبستان_غربی_مسجد_علی.jpg
TRAIN_01316,Baba_Rukn_al-Din_Mausoleum2021_10.jpg,Has Arch,1,train,has_arch/Baba_Rukn_al-Din_Mausoleum2021_10.jpg
TRAIN_01317,Kenargerd_Caravanserai_2019-07-10_23.jpg,Has Arch,1,train,has_arch/Kenargerd_Caravanserai_2019-07-10_23.jpg
TRAIN_01318,Kashan_2017_(33378557104).jpg,Has Arch,1,train,has_arch/Kashan_2017_(33378557104).jpg
TRAIN_01319,Cheshmeh-Mansion-Lavasan-Amin-Ferdousi-CAOI---30436.jpg,No Arch,0,train,no_arch/Cheshmeh-Mansion-Lavasan-Amin-Ferdousi-CAOI---30436.jpg
TRAIN_01320,Niko-5300_140.jpg,Has Arch,1,train,has_arch/Niko-5300_140.jpg
TRAIN_01321,حیاط_پهلوی-_خانه_تاریخی_ملک-_بازار_بین_الحرمین_تهران.jpg,No Arch,0,train,no_arch/حیاط_پهلوی-_خانه_تاریخی_ملک-_بازار_بین_الحرمین_تهران.jpg
TRAIN_01322,نمای_دیگری_از_قلعه_(cropped).jpg,No Arch,0,train,no_arch/نمای_دیگری_از_قلعه_(cropped).jpg
TRAIN_01323,"Faculty_of_Agriculture,_University_of_Tehran_-_7,_2024.jpg",No Arch,0,train,"no_arch/Faculty_of_Agriculture,_University_of_Tehran_-_7,_2024.jpg"
TRAIN_01324,69360_151527--مسجد-جامع-مهاباد.png,Has Arch,1,train,has_arch/69360_151527--مسجد-جامع-مهاباد.png
TRAIN_01325,Imamzadeh_Morteza2024-06-18_2.jpg,Has Arch,1,train,has_arch/Imamzadeh_Morteza2024-06-18_2.jpg
TRAIN_01326,Aras_-_Kordasht_-_Old_bath_-_panoramio (1).jpg,Has Arch,1,train,has_arch/Aras_-_Kordasht_-_Old_bath_-_panoramio (1).jpg
TRAIN_01327,Shahrdari_Mashhad.jpg,No Arch,0,train,no_arch/Shahrdari_Mashhad.jpg
TRAIN_01328,بازار_تهران_XVI.jpg,Has Arch,1,train,has_arch/بازار_تهران_XVI.jpg
TRAIN_01329,زینت_الملک_89.jpg,No Arch,0,train,no_arch/زینت_الملک_89.jpg
TRAIN_01330,Iran_-_Shiraz_(48967132996).jpg,Has Arch,1,train,has_arch/Iran_-_Shiraz_(48967132996).jpg
TRAIN_01331,Bayzid_Mosque2.jpg,No Arch,0,train,no_arch/Bayzid_Mosque2.jpg
TRAIN_01332,iranian-building-design-idea-623926-5.jpg,No Arch,0,train,no_arch/iranian-building-design-idea-623926-5.jpg
TRAIN_01333,Gheysarieh-portal-right.jpg,No Arch,0,train,no_arch/Gheysarieh-portal-right.jpg
TRAIN_01334,Winter-house-in-Bukan-Iran-by-Shoresh-Abed-CAOI---25501.jpg,No Arch,0,train,no_arch/Winter-house-in-Bukan-Iran-by-Shoresh-Abed-CAOI---25501.jpg
TRAIN_01335,Meyandasht_Karvansaria_1_-_panoramio.jpg,Has Arch,1,train,has_arch/Meyandasht_Karvansaria_1_-_panoramio.jpg
TRAIN_01336,مناره_مسجد_علی_در_شهر_اصفهان_در_غروب_مورخ_۲۰۲۱-۰۶-۲۹_-_ساعت_۲۰-۳۱-۵۴.jpg,Has Arch,1,train,has_arch/مناره_مسجد_علی_در_شهر_اصفهان_در_غروب_مورخ_۲۰۲۱-۰۶-۲۹_-_ساعت_۲۰-۳۱-۵۴.jpg
TRAIN_01337,Before-Renovation---Cubic-Home-Amirdasht---30279.jpg,No Arch,0,train,no_arch/Before-Renovation---Cubic-Home-Amirdasht---30279.jpg
TRAIN_01338,Dehnamak_Caravanserai_2020-01-18_16.jpg,No Arch,0,train,no_arch/Dehnamak_Caravanserai_2020-01-18_16.jpg
TRAIN_01339,در_کوچه_(cropped).jpg,No Arch,0,train,no_arch/در_کوچه_(cropped).jpg
TRAIN_01340,زیر_گنبد_کلیسای_بیت_اللحم.jpg,No Arch,0,train,no_arch/زیر_گنبد_کلیسای_بیت_اللحم.jpg
TRAIN_01341,Ghasr_Bahram.jpg,No Arch,0,train,no_arch/Ghasr_Bahram.jpg
TRAIN_01342,"Iran_-_Ispahan_-_Intérieur_Mosquée_-_mosque_inside,_très_belle_porte._Isfahan_(9259638871).jpg",Has Arch,1,train,"has_arch/Iran_-_Ispahan_-_Intérieur_Mosquée_-_mosque_inside,_très_belle_porte._Isfahan_(9259638871).jpg"
TRAIN_01343,Bagh_Melli_Gate2.jpg,No Arch,0,train,no_arch/Bagh_Melli_Gate2.jpg
TRAIN_01344,Shesh_Nav_5.jpg,Has Arch,1,train,has_arch/Shesh_Nav_5.jpg
TRAIN_01345,MazareBeydokht.png,No Arch,0,train,no_arch/MazareBeydokht.png
TRAIN_01346,Shirgah_bridge_403.jpg,Has Arch,1,train,has_arch/Shirgah_bridge_403.jpg
TRAIN_01347,Do-Bar-House-in-Tehran-by-AMA-studio---30022.jpg,No Arch,0,train,no_arch/Do-Bar-House-in-Tehran-by-AMA-studio---30022.jpg
TRAIN_01348,Deyr_Gachin_Caravansary_by_Mardetanha_(115)_03.jpg,Has Arch,1,train,has_arch/Deyr_Gachin_Caravansary_by_Mardetanha_(115)_03.jpg
TRAIN_01349,DSC_8240_copy.jpg,Has Arch,1,train,has_arch/DSC_8240_copy.jpg
TRAIN_01350,Qadam_Ghah_Mosque_(1).jpg,Has Arch,1,train,has_arch/Qadam_Ghah_Mosque_(1).jpg
TRAIN_01351,Shah_Mosque_Isfahan_Aarash_(74).jpg,Has Arch,1,train,has_arch/Shah_Mosque_Isfahan_Aarash_(74).jpg
TRAIN_01352,ساختمان_شرکت_سهامی_انتشار_3.jpg,No Arch,0,train,no_arch/ساختمان_شرکت_سهامی_انتشار_3.jpg
TRAIN_01353,Ghargharabad_Ab_Anbar_3.jpg,Has Arch,1,train,has_arch/Ghargharabad_Ab_Anbar_3.jpg
TRAIN_01354,20180426_135427Kerman_Bazar_-_Ganjalikhan.jpg,No Arch,0,train,no_arch/20180426_135427Kerman_Bazar_-_Ganjalikhan.jpg
TRAIN_01355,FatimaMasumehShrine.jpg,No Arch,0,train,no_arch/FatimaMasumehShrine.jpg
TRAIN_01356,slide13.jpg,Has Arch,1,train,has_arch/slide13.jpg
TRAIN_01357,Taaj-abad-0297.jpg,Has Arch,1,train,has_arch/Taaj-abad-0297.jpg
TRAIN_01358,Nasirolmolk_(2).jpg,Has Arch,1,train,has_arch/Nasirolmolk_(2).jpg
TRAIN_01359,Ribat-i_Sharaf_-_1_June_2011_17.jpg,Has Arch,1,train,has_arch/Ribat-i_Sharaf_-_1_June_2011_17.jpg
TRAIN_01360,بازار_تهران_15.jpg,Has Arch,1,train,has_arch/بازار_تهران_15.jpg
TRAIN_01361,Aaa140.jpg,Has Arch,1,train,has_arch/Aaa140.jpg
TRAIN_01362,Shah_Abbasi_Caravanserai_of_Karaj_01.jpg,Has Arch,1,train,has_arch/Shah_Abbasi_Caravanserai_of_Karaj_01.jpg
TRAIN_01363,Majdolmamalek_caravanserai_20190512_11.jpg,Has Arch,1,train,has_arch/Majdolmamalek_caravanserai_20190512_11.jpg
TRAIN_01364,Gate_of_Citadel_of_semnan_24.jpg,Has Arch,1,train,has_arch/Gate_of_Citadel_of_semnan_24.jpg
TRAIN_01365,2025_Ceremony_of_the_Beginning_of_the_Academic_Year_of_Qom_Seminaries_1_Mehr.jpg,Has Arch,1,train,has_arch/2025_Ceremony_of_the_Beginning_of_the_Academic_Year_of_Qom_Seminaries_1_Mehr.jpg
TRAIN_01366,Irnl190-Jazd-Więzienie_Aleksandra.jpg,No Arch,0,train,no_arch/Irnl190-Jazd-Więzienie_Aleksandra.jpg
TRAIN_01367,Gonbad-e_Ali_02.jpg,No Arch,0,train,no_arch/Gonbad-e_Ali_02.jpg
TRAIN_01368,Chehel_soton_palace_of_isfahan_by_Adel_Bazmeh.jpg,Has Arch,1,train,has_arch/Chehel_soton_palace_of_isfahan_by_Adel_Bazmeh.jpg
TRAIN_01369,قلعه_رباط65.jpg,Has Arch,1,train,has_arch/قلعه_رباط65.jpg
TRAIN_01370,Imamzadeh_Morteza2024-06-18_17.jpg,Has Arch,1,train,has_arch/Imamzadeh_Morteza2024-06-18_17.jpg
TRAIN_01371,Ardabil_bazaar_2020-03-12_08.jpg,No Arch,0,train,no_arch/Ardabil_bazaar_2020-03-12_08.jpg
TRAIN_01372,Screenshot_20171004-223042.jpg,No Arch,0,train,no_arch/Screenshot_20171004-223042.jpg
TRAIN_01373,مسجد-آقانورر.jpg,Has Arch,1,train,has_arch/مسجد-آقانورر.jpg
TRAIN_01374,Pərvin_Etisaminin_evi_(12).jpg,No Arch,0,train,no_arch/Pərvin_Etisaminin_evi_(12).jpg
TRAIN_01375,Sa'd_al-Saltaneh_Caravanserai2024-03-28_11.jpg,Has Arch,1,train,has_arch/Sa'd_al-Saltaneh_Caravanserai2024-03-28_11.jpg
TRAIN_01376,"Jabalieh,_Kerman,_Irán,_2016-09-22,_DD_07-15_HDR_PAN.jpg",Has Arch,1,train,"has_arch/Jabalieh,_Kerman,_Irán,_2016-09-22,_DD_07-15_HDR_PAN.jpg"
TRAIN_01377,کلیسای_مهلذان.شهرخوی.jpg,No Arch,0,train,no_arch/کلیسای_مهلذان.شهرخوی.jpg
TRAIN_01378,Ganjali_khan_karvanseray.jpg,Has Arch,1,train,has_arch/Ganjali_khan_karvanseray.jpg
TRAIN_01379,Ghazvin_Bazar_1.jpg,Has Arch,1,train,has_arch/Ghazvin_Bazar_1.jpg
TRAIN_01380,Dezful_Jame_Mosque.jpg,Has Arch,1,train,has_arch/Dezful_Jame_Mosque.jpg
TRAIN_01381,Fatima_Masumeh_Shrine_Qom_City_Iran_Photographer_Mostafa_Meraji_06.jpg,No Arch,0,train,no_arch/Fatima_Masumeh_Shrine_Qom_City_Iran_Photographer_Mostafa_Meraji_06.jpg
TRAIN_01382,Meybod_17.jpg,No Arch,0,train,no_arch/Meybod_17.jpg
TRAIN_01383,آرامگاه_صائب_تبریزی-1403.jpg,Has Arch,1,train,has_arch/آرامگاه_صائب_تبریزی-1403.jpg
TRAIN_01384,مدرسه_علیا_فردوس_04.jpg,Has Arch,1,train,has_arch/مدرسه_علیا_فردوس_04.jpg
TRAIN_01385,Ferdowsi-Iran_(10).jpg,No Arch,0,train,no_arch/Ferdowsi-Iran_(10).jpg
TRAIN_01386,Museum_of_the_Sanatti_Master5.jpg,No Arch,0,train,no_arch/Museum_of_the_Sanatti_Master5.jpg
TRAIN_01387,Jama_Masjid_Isfahan_Aarash_(236).jpg,Has Arch,1,train,has_arch/Jama_Masjid_Isfahan_Aarash_(236).jpg
TRAIN_01388,ورودی_شبستان_مسجد_سپسالار.jpg,Has Arch,1,train,has_arch/ورودی_شبستان_مسجد_سپسالار.jpg
TRAIN_01389,Iran_Yazd_(3003028650).jpg,No Arch,0,train,no_arch/Iran_Yazd_(3003028650).jpg
TRAIN_01390,Imamzeid2.jpg,Has Arch,1,train,has_arch/Imamzeid2.jpg
TRAIN_01391,Abanbar.jpg,No Arch,0,train,no_arch/Abanbar.jpg
TRAIN_01392,Alexander's_Prison_13960103_04.jpg,Has Arch,1,train,has_arch/Alexander's_Prison_13960103_04.jpg
TRAIN_01393,Sanandaj-Renovation-Center-by-Shiveh-Architecture-Studio---29905.jpg,No Arch,0,train,no_arch/Sanandaj-Renovation-Center-by-Shiveh-Architecture-Studio---29905.jpg
TRAIN_01394,Detail_of_the_arch_decoration_in_front_of_the_mihrab.jpg,Has Arch,1,train,has_arch/Detail_of_the_arch_decoration_in_front_of_the_mihrab.jpg
TRAIN_01395,Post_Iran_Central_Office_6.jpg,No Arch,0,train,no_arch/Post_Iran_Central_Office_6.jpg
TRAIN_01396,Abbāsi_House_4.jpg,Has Arch,1,train,has_arch/Abbāsi_House_4.jpg
TRAIN_01397,Emam_Mosque_01.jpg,Has Arch,1,train,has_arch/Emam_Mosque_01.jpg
TRAIN_01398,Hakim_Mosque_2019-07-28_19.jpg,Has Arch,1,train,has_arch/Hakim_Mosque_2019-07-28_19.jpg
TRAIN_01399,Shahrood-_bedasht-13.jpg,No Arch,0,train,no_arch/Shahrood-_bedasht-13.jpg
TRAIN_01400,Jame_Mosque_in_Natanz_(8906631910).jpg,Has Arch,1,train,has_arch/Jame_Mosque_in_Natanz_(8906631910).jpg
TRAIN_01401,مسجد_افین.jpg,Has Arch,1,train,has_arch/مسجد_افین.jpg
TRAIN_01402,Siyahkal_-_Deylaman_Caravanserai_-_Titi_-_panoramio_(1).jpg,Has Arch,1,train,has_arch/Siyahkal_-_Deylaman_Caravanserai_-_Titi_-_panoramio_(1).jpg
TRAIN_01403,مسجد_سپهسالار12.jpg,Has Arch,1,train,has_arch/مسجد_سپهسالار12.jpg
TRAIN_01404,ترکیبی_از_هنر_معماری_و_احساس_سبکی_در_نمای_بیرونی_مسجد_سرخی_اصفهان.jpg,Has Arch,1,train,has_arch/ترکیبی_از_هنر_معماری_و_احساس_سبکی_در_نمای_بیرونی_مسجد_سرخی_اصفهان.jpg
TRAIN_01405,مجموعه_4_بادگیر_خانه_تاریخی_بنی_طبا (1).jpg,No Arch,0,train,no_arch/مجموعه_4_بادگیر_خانه_تاریخی_بنی_طبا (1).jpg
TRAIN_01406,Blue_mosque.jpg,Has Arch,1,train,has_arch/Blue_mosque.jpg
TRAIN_01407,20180426_135436Kerman_Bazar_-_Ganjalikhan.jpg,Has Arch,1,train,has_arch/20180426_135436Kerman_Bazar_-_Ganjalikhan.jpg
TRAIN_01408,Gheysariye2.jpg,Has Arch,1,train,has_arch/Gheysariye2.jpg
TRAIN_01409,حمام_شاه.jpg,Has Arch,1,train,has_arch/حمام_شاه.jpg
TRAIN_01410,عصارخانه_شاه02.jpg,Has Arch,1,train,has_arch/عصارخانه_شاه02.jpg
TRAIN_01411,Shahrzad-Villa-SeyedAbad-Village-Damavand-Kanisavaran-Office---30502.jpg,No Arch,0,train,no_arch/Shahrzad-Villa-SeyedAbad-Village-Damavand-Kanisavaran-Office---30502.jpg
TRAIN_01412,"CH-NB_-_Persien,_Jesdegad_(Jäz-de-chast,_Jesdichast)-_Siedlung_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-07-111.jpg",Has Arch,1,train,"has_arch/CH-NB_-_Persien,_Jesdegad_(Jäz-de-chast,_Jesdichast)-_Siedlung_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-07-111.jpg"
TRAIN_01413,مجموعه_گنجعلی_خان_کرمان-ایران_2014-04-06_17-07.jpg,Has Arch,1,train,has_arch/مجموعه_گنجعلی_خان_کرمان-ایران_2014-04-06_17-07.jpg
TRAIN_01414,Qiyasiyeh_(_khargerd_school_inside_)_(cropped).jpg,Has Arch,1,train,has_arch/Qiyasiyeh_(_khargerd_school_inside_)_(cropped).jpg
TRAIN_01415,Shahrood-_bedasht-14.jpg,Has Arch,1,train,has_arch/Shahrood-_bedasht-14.jpg
TRAIN_01416,Gonbadharoon97.jpg,Has Arch,1,train,has_arch/Gonbadharoon97.jpg
TRAIN_01417,آرامگاه_خواجه_ربیع_(11).jpg,No Arch,0,train,no_arch/آرامگاه_خواجه_ربیع_(11).jpg
TRAIN_01418,2آرامگاه_یعقوب_لیث_صفاری.jpg,No Arch,0,train,no_arch/2آرامگاه_یعقوب_لیث_صفاری.jpg
TRAIN_01419,NasirolMolk_Mosque_corridor.jpg,Has Arch,1,train,has_arch/NasirolMolk_Mosque_corridor.jpg
TRAIN_01420,مسجد_جامع_نیریز11.jpg,Has Arch,1,train,has_arch/مسجد_جامع_نیریز11.jpg
TRAIN_01421,Al-Nabi_Mosque_in_Qazvin.jpg,Has Arch,1,train,has_arch/Al-Nabi_Mosque_in_Qazvin.jpg
TRAIN_01422,Ardabil_Bazaar_2020-04-09_13.jpg,No Arch,0,train,no_arch/Ardabil_Bazaar_2020-04-09_13.jpg
